Time (s),% Nearest Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.1,40.69293594360352,0.6683978693825858,21.724225725446427,0.08523997398359433,11.702229636056083,10.689588819231306,93.70455169677734,6.295448303222656,0.45056461862155367,20.966588156563894,62.29962158203125,134.21944754464286,0.4422694785254343,0.1720449243273054,2.315859113420759,0.053692832589149475,545010194.2857143,1.3290510518210275,2.5304102216448103,54526976000.0,93366047305.14285,6336353865.142858,107546354834.28572,1804727149.7142856,69.42288943699428,545000000.0,0.11516308571611132,11998298.57142857,46.32667922973633,925146953.1428572,23629482.85714286,1830237.607142857,773860114.2857143,-1.0,0.3114404933793204,1883968182.857143,67966144.0,12387280.57142857,1247182024.515625,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.11,40.69293594360352,0.8790741364161173,26.07411003112793,0.6763763596924642,17.737171173095703,16.60420799255371,93.70455169677734,6.295448303222656,0.49705207378913957,33.09266916910807,72.24687194824219,264.1185557047526,0.5277058957144618,0.27650409440199536,2.6926684379577637,0.053692832589149475,545000981.3333334,2.14935040473938,2.925778388977051,56143626240.0,96081634645.33333,6540454869.333333,110724900181.33333,1855638378.6666667,53.49859078725179,545000000.0,0.17808565745751062,12435571.875,46.32667922973633,955327698.6666666,24513831.85172526,2079891.2513020833,799038720.0,-1.0,0.3572903672854106,1949479125.3333333,70423500.0,12849247.518391928,1286941932.2239583,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.12,40.69293594360352,0.45931942760944366,12.871482372283936,0.23009192943572995,6.682446241378784,5.582148551940918,93.70455169677734,6.295448303222656,0.2806093841791153,12.205799579620361,36.56837844848633,78.27649688720703,0.2575427293777466,0.09928871691226959,1.4156978130340576,0.053692832589149475,544980464.0,0.7468844950199127,1.4569106101989746,34127682560.0,58452414464.0,3850700160.0,67204589568.0,1132458944.0,82.29554653167725,545000000.0,0.0703844204545021,7615066.75,46.32667922973633,587318736.0,15004498.5,1315172.6875,488214528.0,-1.0,0.16783777624368668,1200546240.0,44684780.0,7853134.25,767608623.2578125,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.13,40.69293594360352,0.14383503368922643,7.014687129429409,0.0023982947958367143,8.735282625470843,2.730786459786551,93.70455169677734,6.295448303222656,0.1330387004251991,6.922369820731027,20.491703578404017,45.24060494559152,0.14804090772356307,0.05783976401601519,0.6857289586748395,0.053692832589149475,545028818.2857143,0.46906168120247976,0.8647286551339286,13943245092.571428,23843590729.142857,1752622226.2857144,27617661513.142857,464919138.71428573,83.2068454197475,545000000.0,0.22760578989982605,2946826.0,46.32667922973633,643380992.0,5798940.441964285,300812.4285714286,607274496.0,-1.0,0.11954081909997123,456521252.5714286,14658339.42857143,3055397.5848214286,362593879.87723213,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.14,40.69293594360352,0.6809713074139186,35.85966110229492,0.08802346725549015,11.409327098301478,10.611477170671735,93.70455169677734,6.295448303222656,0.5050796866416931,26.49965340750558,78.79481397356305,167.06436811174666,0.5403845310211182,0.17209574154445104,3.1693297113691057,0.11513727051871163,544935981.7142857,1.5744326284953527,2.643186786345073,56834020278.85714,97155743744.0,6595997180.857142,112007887725.71428,1879403974.142857,55.14292475155422,545000000.0,0.1153227346284049,15124666.285714285,95.13239397321429,1025236091.4285715,26665439.14285714,2400541.1428571427,805862180.5714285,-1.0,0.3347895996911185,2170024466.285714,82382785.14285715,14784635.285714285,1332734757.3236606,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.15,40.69293594360352,0.6620583193642753,21.723975590297155,0.41280762837933643,11.744325910295759,10.422842570713588,93.70455169677734,6.295448303222656,0.40170441355024067,20.966502598353795,62.29185921805246,134.27455357142858,0.4422924518585205,0.17213581715311324,2.3281776564461842,0.11513727051871163,545028900.5714285,1.3289804458618164,2.5301320212227956,52568622226.28571,90004270518.85715,6099605650.285714,103670363867.42857,1739882313.142857,69.58879470825195,545000000.0,0.11484252555029731,11573486.285714285,95.13239397321429,894313344.0,22793662.285714287,1802737.3214285714,747228470.8571428,-1.0,0.31144650493349346,1817029376.0,66052908.571428575,11947792.0,1201822681.7098215,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.16,40.69293594360352,0.27665059907095774,7.553338187081473,0.13040187529155187,4.270059040614537,3.6111948830740794,93.70455169677734,6.295448303222656,0.08277684450149536,7.26671872820173,20.307898385184153,39.52653285435268,0.15089104856763566,0.07001537084579466,0.8180907113211495,0.11513727051871163,544989741.7142857,0.4872959000723703,0.8216500963483538,14031612196.571428,23301619712.0,1722226834.2857144,27404648448.0,428859465.14285713,89.54658889770508,545000000.0,0.04195642045566013,3371454.5714285714,95.13239397321429,260326948.57142857,6881397.714285715,962859.4285714285,222130450.2857143,-1.0,0.1020446845463344,526704566.85714287,20392868.57142857,3561056.285714286,223406153.52901787,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.17,40.69293594360352,0.8905511796474457,25.513580322265625,0.017358641140162924,19.539515495300293,18.62045431137085,93.70455169677734,6.295448303222656,0.7040200310293584,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.11513727051871163,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,130166174720.0,2235792192.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,-1.0,0.3648802638053894,2211796224.0,78378934.0,14375595.017333984,1667179454.2109375,0.9857892394065856,435.0,62.0,12184.0,7.0,18.361406326293945,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,63.0,2.2079532146453857
0.23,40.69293594360352,0.8905511796474457,25.513580322265625,0.017358641140162924,19.539515495300293,18.62045431137085,93.70455169677734,6.295448303222656,0.7040200310293584,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.11513727051871163,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,130166174720.0,2235792192.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,-1.0,0.3648802638053894,2211796224.0,78378934.0,14375595.017333984,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.35,40.69293594360352,0.8905511796474457,25.513580322265625,0.017358641140162924,24.13822555541992,23.57377052307129,93.70455169677734,6.295448303222656,0.7650192379951477,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.8524798154830933,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81159176192.0,1364065408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0555224418640137,0.3648802638053894,1410871808.0,78378934.0,9312276.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.45,40.83811569213867,0.8905511796474457,25.513580322265625,0.017358641140162924,25.20996856689453,23.82904624938965,93.7166748046875,6.283326625823975,0.857246458530426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6146422624588013,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,73950781440.0,1240899328.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0567556619644165,0.3648802638053894,1315935232.0,78378934.0,8708712.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.54,40.83811569213867,0.8905511796474457,25.513580322265625,0.017358641140162924,25.20996856689453,23.82904624938965,93.7166748046875,6.283326625823975,0.857246458530426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6146422624588013,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,73950781440.0,1240899328.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0567556619644165,0.3648802638053894,1315935232.0,78378934.0,8708712.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.55,40.88080596923828,0.8905511796474457,25.513580322265625,0.017358641140162924,25.565343856811523,23.43222999572754,93.71895599365234,6.281042098999023,0.7961487174034119,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6587564945220947,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74064920576.0,1243583872.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056540846824646,0.3648802638053894,1318398208.0,78378934.0,8724284.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.65,40.87629699707031,0.8905511796474457,25.513580322265625,0.017358641140162924,23.561548233032227,23.687707901000977,93.48591613769533,6.514082908630371,0.7222206592559814,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,18.067419052124023,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,77292101632.0,1296262400.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0572904348373413,0.3648802638053894,1394717056.0,78378934.0,9291819.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.75,40.81109619140625,0.8905511796474457,25.513580322265625,0.017358641140162924,25.73046875,23.8921012878418,93.75857543945312,6.241422176361084,0.811551570892334,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6715565323829651,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81386381312.0,1366394752.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0559372901916504,0.3648802638053894,1448239360.0,78378934.0,9568405.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.85,40.860233306884766,0.8905511796474457,25.513580322265625,0.017358641140162924,23.558326721191406,23.40928077697754,93.42743682861328,6.57256555557251,0.7267863154411316,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6027708649635315,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,73876979712.0,1240506368.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0565251111984253,0.3648802638053894,1336588416.0,78378934.0,8898140.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
0.95,40.81429672241211,0.8905511796474457,25.513580322265625,0.017358641140162924,25.126766204833984,23.866079330444336,93.74104309082033,6.258954048156738,0.8228143453598022,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,27.34003257751465,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74107494400.0,1243638400.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056751370429993,0.3648802638053894,1318439168.0,78378934.0,8725943.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
1.05,40.83324432373047,0.8905511796474457,25.513580322265625,0.017358641140162924,23.780672073364254,23.51302528381348,93.44622802734376,6.553775310516357,0.7893218398094177,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6155864000320435,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74117693440.0,1244544512.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056642770767212,0.3648802638053894,1340420352.0,78378934.0,8923519.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
1.15,40.58631134033203,0.8905511796474457,25.513580322265625,0.017358641140162924,25.40457534790039,23.858272552490234,93.73773193359376,6.262269496917725,0.8450552821159363,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6055264472961426,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81912774656.0,1375255040.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0574100017547607,0.3648802638053894,1457342976.0,78378934.0,9632386.0,1667179454.2109375,0.2275904715061187,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,2208.0,3.0,60.0,58.0,63.0,34.0,29.0,62.0,72.0,456.0,2.0,19.47082281112671,3196.0,45.0,2.2079532146453857
1.18,40.58631134033203,0.8905511796474457,25.513580322265625,0.017358641140162924,25.40457534790039,23.858272552490234,93.73773193359376,6.262269496917725,0.8450552821159363,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6055264472961426,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81912774656.0,1375255040.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0574100017547607,0.3648802638053894,1457342976.0,78378934.0,9632386.0,1667179454.2109375,2.237025737762451,435.0,62.0,12184.0,7.0,20.83384895324707,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,64.0,2.1995887756347656
1.23,40.58631134033203,0.8905511796474457,25.513580322265625,0.017358641140162924,25.40457534790039,23.858272552490234,93.73773193359376,6.262269496917725,0.8450552821159363,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6055264472961426,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81912774656.0,1375255040.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0574100017547607,0.3648802638053894,1457342976.0,78378934.0,9632386.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.25,41.033687591552734,0.8905511796474457,25.513580322265625,0.017358641140162924,23.76840209960937,23.57579803466797,93.47093200683594,6.529064655303955,0.849189043045044,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6064355969429016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,76968853504.0,1291840512.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056104063987732,0.3648802638053894,1387678592.0,78378934.0,9237633.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.35,40.80002975463867,0.8905511796474457,25.513580322265625,0.017358641140162924,25.070558547973636,24.07849884033203,93.70994567871094,6.2900567054748535,0.9425988793373108,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.609164297580719,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74117070848.0,1243861248.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056701898574829,0.3648802638053894,1318757504.0,78378934.0,8724641.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.45,40.8460807800293,0.8905511796474457,25.513580322265625,0.017358641140162924,23.73301315307617,23.497051239013672,93.44931030273438,6.550688743591309,0.766478955745697,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6283919215202332,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74118045696.0,1244547328.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056553840637207,0.3648802638053894,1340767744.0,78378934.0,8924900.0,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.54,40.8460807800293,0.8905511796474457,25.513580322265625,0.017358641140162924,23.73301315307617,23.497051239013672,93.44931030273438,6.550688743591309,0.766478955745697,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6283919215202332,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74118045696.0,1244547328.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056553840637207,0.3648802638053894,1340767744.0,78378934.0,8924900.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.55,40.8460807800293,0.8905511796474457,25.513580322265625,0.017358641140162924,23.73301315307617,23.497051239013672,93.44931030273438,6.550688743591309,0.840252697467804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6283919215202332,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74118045696.0,1244547328.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056553840637207,0.3648802638053894,1340767744.0,78378934.0,8924900.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.56,40.85309219360352,0.8905511796474457,25.513580322265625,0.017358641140162924,25.13007164001465,23.972841262817383,93.64494323730467,6.355056285858154,0.840252697467804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,27.45272827148437,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,77323100160.0,1296842880.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.057561278343201,0.3648802638053894,1390916480.0,78378934.0,9249608.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.66,40.84209060668945,0.8905511796474457,25.513580322265625,0.017358641140162924,23.58278083801269,23.803970336914062,93.53278350830078,6.467215538024902,0.8455619812011719,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.7284364104270935,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,81367597056.0,1366899456.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0556694269180298,0.3648802638053894,1452128384.0,78378934.0,9610092.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.76,40.85521697998047,0.8905511796474457,25.513580322265625,0.017358641140162924,25.22422790527344,24.019777297973636,93.70924377441406,6.290755271911621,0.8991548418998718,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.620196521282196,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,73959440384.0,1241080448.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0565840005874634,0.3648802638053894,1316576896.0,78378934.0,8712471.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.86,40.89201354980469,0.8905511796474457,25.513580322265625,0.017358641140162924,23.307056427001957,23.675397872924805,93.3900146484375,6.609986782073975,0.854389488697052,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.6036682724952698,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,74048086016.0,1243252480.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.056464672088623,0.3648802638053894,1340380416.0,78378934.0,8923239.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
1.96,41.12012481689453,0.8905511796474457,25.513580322265625,0.017358641140162924,25.06310272216797,23.88308525085449,93.6983871459961,6.3016133308410645,0.9375452995300292,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,0.7302225232124329,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,76899344384.0,1287143424.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,1.0575007200241089,0.3648802638053894,1371345024.0,78378934.0,9081933.0,1667179454.2109375,0.2282012999057769,100.0,2.0,6330.0,1.0,18.294286727905277,2147.0,5689634575.0,1920.0,3.0,50.0,52.0,56.0,31.0,27.0,57.0,72.0,545.0,2.0,18.5052752494812,2736.0,45.0,2.1995887756347656
